pageID,title,revisions_count
130,Template:Done,4
131,Nelson Mandela,34
132,Category:Symbol of the United Kingdom,1
133,Category:United Kingdom,7
134,Category:Countries in Europe,2
135,Category:Countries by continent,4
136,Category:South Africa,1
137,Category:Countries in Africa,4
138,Category:Countries in America,4
139,Category:United States,3
140,London,31
141,,0
142,Twins,1
143,User talk:Super10,12
144,User talk:Alexandrin,11
145,User talk:Astirmays,88
146,,0
147,Vikidia:Administrators,33
148,User talk:Super NONO,3
149,Template:Happy,11
150,Template:Wink,10
151,Template:Welcome,28
152,User talk:Rome2,54
153,,0
154,,0
155,User talk:Plyd,26
156,VikiProject:Bots,1
157,,0
158,,0
159,,0
160,,0
161,,0
162,Vikidia:For children or by children?,14
163,Vikidia:Talk/2013/51,30
164,Vikidia:Relation to the Rights of the Child,9
165,Vikidia:Bots,10
166,Vikidia:About,44
167,MediaWiki:Sidebar,15
168,MediaWiki:Grouppage-autoconfirmed,1
169,MediaWiki:Grouppage-bot,1
170,MediaWiki:Grouppage-bureaucrat,1
171,MediaWiki:Grouppage-checkuser,1
172,MediaWiki:Grouppage-patroller,1
173,MediaWiki:Grouppage-suppress,1
174,MediaWiki:Grouppage-sysop,1
175,MediaWiki:Grouppage-user,1
176,Template:PREVIOUSWEEK,2
177,Template:PREVIOUSWEEK.YEAR,2
178,MediaWiki:Gadget-HotCats,2
179,MediaWiki:Gadget-HotCats.js,3
180,MediaWiki:Gadget-ConfirmRollback,2
181,MediaWiki:Gadget-ConfirmRollback.js,1
182,MediaWiki:Gadgets-definition,11
183,Template:Talk page,3
184,MediaWiki:Gadget-Tabs,4
185,MediaWiki:Gadget-Tabs.js,6
186,,0
187,Category:Articles,2
188,Category:Templates,2
189,Category:Countries,3
190,Canada,29
191,Template:Stub,56
192,Category:National anthem,3
193,Category:Symbols of countries,1
194,Category:National flag,2
195,,0
196,User talk:Southparkfan,53
197,User talk:Foge,15
198,Vikidia:Requests/Administrators,100
199,MediaWiki:Edittools,11
200,Vikidia:Requests/Deletion,100
201,,0
202,Category:Es-2,2
203,Category:De,2
204,Category:De-2,2
205,User:Rome2,25
206,MediaWiki:Babel-url,2
207,,0
208,Template:DeleteVote,18
209,Template:KeepVote,13
210,MediaWiki:Babel-footer-url,1
211,Category:Users by language,4
212,Template:Refusal,5
213,Category:Users,2
214,User:Beem,6
215,User:Beem/signature,2
216,User:Beem/signature2,2
217,User talk:Beem,38
218,Category:Nl,2
219,Category:Nl-N,2
220,Category:En-3,2
221,Category:Fr-1,2
222,Category:La,2
223,Category:La-1,2
224,Category:Grc,2
225,Category:Grc-1,2
226,User:Southparkfan,15
227,Vikidia,100
228,MediaWiki,27
229,Template:Speedy,17
230,,0
231,Category:Templates using ParserFunctions,1
232,Template:Category,12
233,MediaWiki:Grouppage-oversight,1
234,MediaWiki:Grouppage-developer,1
235,MediaWiki:Grouppage-autopatrol,1
236,MediaWiki:Grouppage-abusefilter,1
237,Category:Africa,4
238,Category:Stubs,7
239,Category:Europe,3
240,Category:Hidden categories,4
241,,0
242,Category:America,4
243,Category:MediaWiki,2
244,Category:Vikidia,6
245,,0
246,Category:Internet,6
247,Vikidia:Babel,6
248,Wikipedia,41
249,Category:Wiki,2
250,Category:Wikipedia,4
251,English language,100
252,,0
253,Category:English,5
254,Category:En-N,2
255,Category:Fr-4,2
256,Category:De-3,2
257,Category:Nl-2,2
258,Category:Ru,2
259,Category:Ru-0,2
260,Template:Tl/doc,1
261,Kaaba,13
262,Caaba,1
263,MediaWiki:Copyrightpage,2
264,MediaWiki:Currentevents-url,1
265,MediaWiki:Disclaimerpage,1
266,MediaWiki:Portal-url,1
267,MediaWiki:Privacypage,1
268,,0
269,,0
270,Mecca,12
271,Saudi Arabia,41
272,Category:Mecca,4
273,Category:Saudi Arabia,1
274,Category:Countries in Asia,1
275,Template:Lu,9
276,,0
277,Template:Country information,41
278,Template:Userblock,2
279,,0
280,Category:De-1,2
281,User:Astirmays,17
282,File:Vikidia 16px.gif,4
283,Template:File info,4
284,Template:Request for permission,24
285,Template:GFDL,7
286,Vikidia:Requests/Permissions,50
287,Vikidia:Request for permissions/Editintro,5
288,Stocking,14
289,User talk:Lolo7433,5
290,MediaWiki:Policy-url,1
291,Riyadh,14
292,Template:Main Page/Lolo7433,35
293,Riad,1
294,,0
295,Vikidia:Stub,6
296,Asia,27
297,Pear,18
298,,0
299,USA,4
300,Strawberry,10
301,Christmas,37
302,Category:Es-N,2
303,Template talk:Main Page/Lolo7433,2
304,Pineapple,19
305,Christmas stocking,9
306,Japan,34
307,Category:Christmas,1
308,Category:Christian holidays,2
309,Pineaple,1
310,Category:Christianity,4
311,Category:Religions,2
312,Category:Islam,3
313,MediaWiki:Aboutpage,1
314,Category:Religious festivals,3
315,Tokyo,42
316,Category:Cities,2
317,Dog,27
318,Cat,34
319,Category:Animals,4
320,Category:Languages,5
321,Category:Presidents,4
322,Category:Websites,1
323,Hungary,18
324,Spain,70
325,Italy,40
326,User:Lolo7433/C,4
327,,0
328,Portugal,17
329,Netherlands,49
330,Amsterdam,47
331,December,41
332,Template:Months of the year,3
333,Category:Netherlands,2
334,User talk:Lili,18
335,Category:France,2
336,Category:Member states of the European Union,3
337,Category:European Union,3
338,Category:Portugal,2
339,Category:Italy,2
340,Category:Germany,2
341,Category:Hungary,2
342,Category:Spain,3
343,Category:Information templates,1
344,Category:Nl-3,1
345,Category:Nl-1,1
346,Category:Nl-4,1
347,Category:Months,10
348,January,17
349,February,18
350,March,17
351,April,23
352,May,23
353,June,17
354,July,19
355,August,17
356,September,19
357,October,17
358,November,18
359,Madrid,39
360,Template:Navigation months,3
361,Category:Navigation templates,1
362,Template:Regular delete,31
363,,0
364,Template:Navigation months/doc,1
365,Ireland,100
366,Talk:United Kingdom,3
367,UK,1
368,Category:Nl-0,2
369,,0
370,Category:Norway,1
371,Category:Ireland,3
372,Vikidia:Talk/2013/52,36
373,,0
374,Category:Fr-5,2
375,Category:Fr-2,2
376,Category:Fr-0,2
377,Category:De-N,2
378,Category:De-5,2
379,Category:De-4,2
380,Category:De-0,2
381,User:Southparkfan/Sandbox,17
382,Category:La-2,2
383,Category:Zh,2
384,Category:Zh-1,2
385,Liechtenstein,15
386,Vikidia:Request for permissions/Comedia,90
387,Template:Request for permission/doc,4
388,Vikidia:Request for permissions/SouthparkfanBot,10
389,Switzerland,16
390,Category:Switzerland,1
391,China,41
392,,0
393,Vikidia:Vandalism,3
394,Category:Asia,2
395,Vikidia:Request for permissions/Southparkfan,33
396,,0
397,Iceland,21
398,Category:Iceland,1
399,,0
400,Czech Republic,31
401,,0
402,Romania,21
403,Portal:History,15
404,Portal:Story,1
405,Portal:History/Introduction,18
406,User talk:Orikrin1998,3
407,Bulgaria,19
408,Vikidia:Star article,99
409,Vikidia:Image of the week,78
410,,0
411,Talk:Main Page,78
412,North Macedonia,16
413,Euro,26
414,Johannesburg,10
415,South Africa,16
416,Africa,100
417,Serbia,19
418,Talk:France,8
419,Template:Shortcut,14
420,Vikidia:RFP,2
421,User talk:Seeker,4
422,Template:Shortcut/doc,1
423,User:Seeker,3
424,,0
425,Europe,26
426,Albania,28
427,User talk:Seslowin,4
428,The Hague,22
429,Montenegro,15
430,The Netherlands,1
431,Holland,1
432,User:Seslowin,2
433,,0
434,,0
435,,0
436,Category:Fy,2
437,Category:Fy-N,2
438,Category:Fy-5,2
439,Category:Fy-4,2
440,Category:Fy-2,2
441,Category:Fy-1,2
442,Category:Fy-0,2
443,Category:Fy-3,2
444,Belgium,38
445,Category:Belgium,5
446,Vikidia:Request for permissions/Super10,33
447,Paris,56
448,Template:Star Article,3
449,File:Star article.png,2
450,Edinburgh,23
451,Estonia,32
452,Category:Estonia,3
453,,0
454,Category:Ukraine,4
455,,0
456,Category:Moldova,1
457,,0
458,Category:Luxembourg,3
459,,0
460,,0
461,Rotterdam,9
462,Leerdam,10
463,Latvia,18
464,Category:Latvia,3
465,Lithuania,11
466,Template:Country information/doc,1
467,,0
468,,0
469,MediaWiki:Gadget-WikEd.js,2
470,MediaWiki:Gadget-WikEd,1
471,MediaWiki:Babel-autocreate-text-main,1
472,MediaWiki:Babel-autocreate-text-levels,1
473,Category:Greece,3
474,Category:Member states of the eurozone,2
475,Category:Eurozone,1
476,Category:Finland,2
477,Category:Albania,4
478,Cheese,17
479,Category:Li,1
480,Category:Li-3,1
481,,0
482,User:Southparkfan/common.js,12
483,Template:Royalty information,3
484,Template:Royalty information/doc,1
485,Category:Software,3
486,Willem-Alexander of the Netherlands,11
487,Apple (fruit),17
488,Category:Li-N,1
489,Category:Li-5,1
490,Category:Li-4,1
491,Category:Li-2,1
492,Category:Li-1,1
493,Category:Li-0,1
494,Beatrix of the Netherlands,12
495,User:Alexandrin/sand-box,4
496,,0
497,Máxima Zorreguieta Cerruti,17
498,Vikidia:Star articles,100
499,North Sea,69
500,Vikidia:Request for permissions/Vivi-1,8
501,"Catharina-Amalia, Princess of Orange",12
502,United States of America,4
503,Vikidia:Request for permissions/Linedwell,9
504,Category:Ar,1
505,Category:Ar-4,1
506,User:Adidas100,7
507,User talk:Adidas100,10
508,MediaWiki:Group-developer-member,2
509,MediaWiki:Group-developer,3
510,Vikidia:IRC,29
511,Template:Green,1
512,Template:Link-simple,8
513,Vikidia:List of articles all languages should have,20
514,,0
515,Japanese yen,8
516,Rhine,94
517,Rhine River,1
518,Elizabeth I of England,74
519,Earth,89
520,,0
521,User talk:Sepp.P,7
522,User:Sepp.P,4
523,Template:Link-simple/doc,2
524,,0
525,,0
526,,0
527,Bengali language,9
528,Russian language,20
529,,0
530,,0
531,Japanese language,8
532,,0
533,Hebrew language,18
534,Greek language,10
535,,0
536,,0
537,Turkish language,5
538,,0
539,,0
540,Category:Maintenance templates,1
541,Oceania,10
542,Category:Oceania,3
543,User:Comedia/work,3
544,Template:Redirect,6
545,User:Rome2/Maintenance,4
546,Vikidia:Request for permissions/Rome2,26
547,John Ronald Reuel Tolkien,25
548,Vikidia:Patroller,24
549,Category:Earth,2
550,Template:User rights,14
551,,0
552,Vikidia:Administrator,1
553,,0
554,Vikidia:Star articles/Christmas,2
555,Vikidia:Oversight,11
556,Category:Writers,7
557,Template:Flag,6
558,Template:Country data,2
559,Template:Country data British Columbia,1
560,Template:Country data CAN,1
561,Template:Country data Canada,1
562,Template:Country data DEU,1
563,Template:Country data GER,1
564,Template:Country data Germany,1
565,Template:Country data Texas,1
566,Template:Country data USA,1
567,Template:Country data United States,1
568,Template:Flag/core,4
569,Template:Flag/doc,1
570,Template:Country data Algeria,1
571,Template:Country data ALG,1
572,Template:Country data DZA,1
573,Template:Country flagnavy,1
574,Template:Country showdata,4
575,Template:Details,5
576,Template:Flagcountry,2
577,Template:Flagcountry/core,2
578,Template:Flagicon,10
579,Template:Flagicon/core,3
580,Template:Further,4
581,Template:Navy,2
582,Template:Country data Egypt,1
583,Template:Air force,1
584,Template:Country data EGY,1
585,Template:Country data United Arab Republic,1
586,Template:Country flagairforce,1
587,Template:Country data Libya,2
588,Template:Country data LBA,1
589,Template:Country data LBY,1
590,Template:Country data Morocco,1
591,Template:Country data MAR,1
592,Template:Country data Sudan,1
593,Template:Country data SDN,1
594,Template:Country data SUD,1
595,Template:Country data Sahrawi Arab Democratic Republic,1
596,Template:Country data SADR,1
597,Template:Country data Sahrawi Republic,1
598,Template:Country data Western Sahara,1
599,Template:Country data South Sudan,1
600,Template:Country data Burundi,1
601,Template:Country data BDI,1
602,Template:Country data Comoros,1
603,Template:Country data COM,1
604,Template:Continent,1
605,Template:Continents of the world,6
606,Template:Country data Angola,1
607,Template:Country data Benin,1
608,Template:Country data Botswana,1
609,Template:Country data Burkina Faso,1
610,Template:Country data Cameroon,1
611,Template:Country data Cape Verde,1
612,Template:Country data Central African Republic,1
613,Template:Country data Chad,1
614,Template:Country data Côte d'Ivoire,1
615,Template:Country data Democratic Republic of the Congo,1
616,Template:Country data Djibouti,1
617,Template:Country data Equatorial Guinea,1
618,Template:Country data Eritrea,1
619,Template:Country data Ethiopia,0
620,Archaea,10
621,Category:Organisms,2
622,Category:Biology,5
623,Shark,15
624,Sicily,24
625,Tropical climate,20
626,Category:It-N,1
627,User talk:Fraf,12
628,Frog,6
629,Insect,19
630,User talk:83.99.66.11,4
631,,0
632,World War II,36
633,Desert pavement,8
634,Cetacea,1
635,Savanna,23
636,Reg,1
637,Gibber,1
638,Savannah,1
639,Whale,14
640,Roman Theatre (Mérida),17
641,User:Lili,23
642,Jesus,23
643,User talk:ValterVB,8
644,Category:Jesus Christ,5
645,Category:Religious leaders,3
646,,0
647,William Shakespeare,58
648,Talk:South Africa,3
649,User:Chessfreak,13
650,User talk:Chessfreak,24
651,Lyon,14
652,Amphibian,7
653,,0
654,Dronten,9
655,Talk:Amsterdam,4
656,User:Chessfreak/Signature,8
657,User:Chessfreak/Signature2,1
658,Aardvark,10
659,User:Fraf,4
660,User:Fraf/List of animals,4
661,Baltic Sea,22
662,Category:Seas,1
663,Category:Geography,8
664,Damascus,14
665,Template:Infobox settlement,2
666,Template:Cite web,22
667,Template:Fact,5
668,Template:Infobox,15
669,Template:Infobox/row,3
670,Category:Syria,1
671,Constantine I,21
672,,0
673,,0
674,Portal:Animals,13
675,Template:Portal component,10
676,,0
677,Template:Genius,1
678,Template:Clr,3
679,User:Fraf/Rough,3
680,User:Fraf/Portal animals,1
681,,0
682,File:Fringilla coelebs chaffinch male edit2.jpg,1
683,,0
684,,0
685,Category:Byzantine people,1
686,,0
687,Category:Roman emperors,5
688,,0
689,Category:Ancient Rome,1
690,Category:Antiquity,1
691,Template:Portal animals,23
692,Category:Historical eras,1
693,Category:History,6
694,Category:Byzantine emperors,1
695,Category:Birds,1
696,Category:Byzantine Empire,2
697,Category:Middle Ages,2
698,Chicken,12
699,Pigeon,12
700,Dove,1
701,Columbidae,1
702,Rooster,1
703,Hen,1
704,Category:Reptiles,2
705,Chinese language,12
706,Republic of Ireland,1
707,File:Poisoned Glen.jpg,1
708,Category:Image Ireland,9
709,Category:Image countries in Europe,2
710,Category:Image boscages,2
711,Category:Image rural landscapes,2
712,Category:Image valleys,2
713,Category:Image mountains,3
714,Category:Image reliefs,1
715,File:Ardpatrick View 2007 08 08.jpg,4
716,Category:Image meadows,2
717,File:The pastures of the Derreen - geograph.org.uk - 708064.jpg,4
718,File:Rahoneen - geograph.org.uk - 658604.jpg,4
719,File:Klimadiagramm-metrisch-deutsch-Cork-Irland.png,1
720,Category:Image climatic diagrams,1
721,Category:Image August,2
722,Category:Image summer,1
723,Category:Image October,1
724,Category:Image autumn,2
725,File:Flag of Ireland.svg,1
726,Category:Image pastures,1
727,,0
728,Vikidia:Talk/2014/01,18
729,,0
730,,0
731,,0
732,,0
733,Vikidia:Talk/2013/53,3
734,Climate of Ireland,14
735,Category:Geography of Ireland,1
736,Category:Geography by countries,1
737,Category:Climates by countries,1
738,Category:Climates,1
739,Category:Climatology,5
740,File:Rush beach.jpg,2
741,Category:Image July,1
742,"File:View of Tralee Bay, Co.Kerry, Ireland - geograph.org.uk - 425641.jpg",1
743,File:Mylopotas.jpg,1
744,,0
745,Charlie Chaplin,20
746,Category:Image clouds,2
747,Category:Image atmospheric water,3
748,Category:Image meteorology,1
749,Category:Image sky landscapes,1
750,"File:Cabadooey Hill, Inishowen - geograph.org.uk - 125289.jpg",1
751,Category:Image February,1
752,File:Calendar-leapyeardate.jpg,1
753,File:NunsTurgesius Castle isles Lough Lene.JPG,1
754,Irish climate,1
755,Vikidia:Basic principles,30
756,,0
757,Roman numeral,100
758,,0
759,Nile,23
760,Category:Nile,4
761,Category:Rivers in Africa,4
762,Category:Geography of Africa,1
763,Fief,8
764,Great Wall of China,12
765,Tyrannosaurus,100
766,Gold,48
767,Vikidia:Import of article from SEWP and Wikijunior,10
768,Louis Armstrong,13
769,Vikidia Talk:Import of article from SEWP and Wikijunior,13
770,Christopher Columbus,44
771,Christopher Colombus,3
772,Vikidia:Request for permissions/Alexandrin,7
773,,0
774,Category:Noindexed pages,2
775,Vikidia:Talk/2014/02,10
776,Template:Disambiguation,9
777,Template:Dmbox,4
778,Template:Main other,5
779,Eiffel Tower,100
780,Vikidia:Legal matters,12
781,Wolfgang Amadeus Mozart,33
782,Category:Composers,4
783,Romeo and Juliet,22
784,Giacomo Puccini,19
785,George Frideric Handel,35
786,Hans Christian Andersen,33
787,Sophocles,15
788,Lewis Carroll,22
789,Giuseppe Verdi,21
790,User talk:SeeSpotRun,22
791,Alexander the Great,100
792,Category:Alexander the Great,5
793,,0
794,Category:Ancient Greece,4
795,Category:Hellenistic period,1
796,Category:History of Ancient Greece,2
797,File:AlexanderTheGreat Bust.jpg,3
798,Category:Image Alexander the Great,4
799,Category:Image peoples of Ancient Greece,2
800,Category:Image Ancient Greece,1
801,Category:Image history of Greece,1
802,,0
803,Category:Image sculpures by period,4
804,Category:Image sculpture,1
805,File:Aleksandro zygis.png,1
806,Category:Image Hellenistic period,1
807,Category:Image history of Ancient Greece,2
808,Category:Image Antiquity,4
809,Category:Italian composers,8
810,,0
811,Category:Composers by countries,4
812,File:Puccini7.jpg,1
813,Category:Image italian composers,4
814,Category:Image composers by countries,1
815,Category:Image peoples of Italy,1
816,Category:Image Italy,5
817,File:Giuseppe Verdi Portraitphotographie mit Widmung 1893.jpg,1
818,Johann Sebastian Bach,18
819,Category:German composers,10
820,Category:Image people from Italy,1
821,,0
822,Category:Baroque composers,5
823,,0
824,Category:Musical eras,1
825,Category:Image people of Ancient Greece,3
826,Batman,17
827,,0
828,Santa Claus,13
829,Category:Fictional characters,4
830,Christmas tree,13
831,Category:Austrian composers,5
832,Category:Classical composers,5
833,Category:Romantic composers,6
834,,0
835,Category:Composers by land of birth,3
836,Vikidia:Contact,16
837,Christmas Tree,1
838,The Nutcracker,83
839,,0
840,Category:Composers by musical era,2
841,Ludwig van Beethoven,51
842,Pyotr Ilyich Tchaikovsky,18
843,Category:Russian composers,7
844,User:SeeSpotRun,100
845,Swan Lake,39
846,Alice's Adventures in Wonderland,53
847,Bird,17
848,Tchaikovsky,1
849,Miguel de Cervantes,13
850,Dante Alighieri,9
851,Fish,29
852,Dinosaur,19
853,Spider,10
854,Category:Arthropods,1
855,Arthropod,4
856,Amazon River,65
857,Hamlet,18
858,Category:Plays,6
859,The Sleeping Beauty,41
860,File:Meeting of waters from the air manaus brazil.JPG,4
861,Category:Image Amazon River,3
862,Category:Image rivers of South America,1
863,Category:Image geography of South America,2
864,File:Amazon boat.jpg,2
865,Category:Image March,1
866,"File:Additional 18851, f. 2v calendar page for March.jpg",1
867,File:Amazonriverbasin basemap.png,3
868,File:Mouths of amazon geocover 1990.png,6
869,Category:Image Brazil,3
870,Category:Image countries in South America,3
871,Category:Image South America,2
872,Sahara,84
873,User:Fraf/List of animals - Lv1,3
874,Pas de deux,13
875,Category:Ballet terminology,3
876,File:GLecoquierre-Hoggar2009-Assekrem GD.png,3
877,File:Adrar-Reg (1).JPG,5
878,File:Sahara desert.jpg,2
879,File:Palmeraie de Tinerhir Vallée du Todra.Maroc.jpg,1
880,File:KamalDinPlateau.jpg,3
881,Category:Sahara,4
882,Category:Image history by periods,1
883,Category:Image History,1
884,Category:Images,3
885,Category:Image geography by continent,1
886,Category:Image Geography,1
887,Category:Image Sahara,2
888,Category:Image geography of Africa,2
889,Category:Image Africa,4
890,File:River Nile map.svg,1
891,Category:Image Nile,1
892,Category:Image rivers of Africa,2
893,Category:Image rivers,3
894,File:Karuma Falls - by sarahemcc.jpg,3
895,"File:The Falls of the Blue Nile, Ethiopia (2210456091).jpg",1
896,File:EgypteBH147.jpg,1
897,File:Nile River and delta from orbit.jpg,1
898,"File:Egypt, Partly submerged palms above Nile dam, Upper Egypt.jpg",1
899,Category:Image rivers by continent,1
900,Category:Image oases,2
901,Category:Image desert landscapes,1
902,Category:Image dunes,1
903,Category:Image landforms,1
904,Category:Image physical geography,1
905,Category:Image plateaus,1
906,Erg (landform),6
907,Sand sea,1
908,Dune sea,1
909,Pas de deu,1
910,Tyrannosaurus rex,1
911,Tyrannosaur,1
912,,0
913,Stegosaurus,18
914,Template:Cite journal,4
915,Template:Cite journal/doc,1
916,Template:Doi,2
917,Alice in Wonderland,1
918,Francisco Goya,16
919,Bicycle,63
920,File:African boy transporting fodder by bicycle edit.jpg,2
921,"File:Draisine or Laufmaschine, around 1820. Archetype of the Bicycle. Pic 01.jpg",1
922,Category:Image bicycles,1
923,Category:Image road vehicles,1
924,Category:Image road transport,1
925,Category:Image land transport,1
926,Category:Image cycles,1
927,Category:Image land vehicles,1
928,Category:Image Tanzania,7
929,Category:Image countries in Africa,1
930,Category:Image Ethiopia,4
931,Category:Image Egypt,6
932,File:Ravensburg Rutenfest 2005 Festzug Draisine.jpg,2
933,File:Ordinary bicycle02.jpg,1
934,File:Cykel.JPG,1
935,File:RacingBicycle-non.JPG,1
936,File:V-10.jpg,1
937,File:AmsterdamBikeGirl.png,1
938,File:Bici doble.jpg,1
939,File:Gepida Pedelec Reptila-D rechts dkl.JPG,1
940,File:Museu do Ciclismo Caldas 18.jpg,2
941,File:Amsterdam 052006.jpg,1
942,File:Combino lijn 1 Spui Amsterdam.jpg,2
943,Category:Image Amsterdam,1
944,Category:Image Netherlands,6
945,Template:Info,6
946,Template:Info/doc,7
947,Category:Pages with broken file links,3
948,Geography,11
949,Vincent van Gogh,19
950,Michelangelo,23
951,Raphael,25
952,Anton Chekhov,20
953,Category:Danish writers,3
954,Frankenstein (1818 novel),48
955,Zebra,15
956,Charles Dickens,21
957,User:Fraf/List of animals - Lv2,3
958,Frédéric Chopin,21
959,Category:Polish composers,5
960,File:Aardvark to Zyzomys.jpg,3
961,Chordate,11
962,File:Michelangelo's Pieta 5450 cut out black.jpg,1
963,Category:Image sculptures by Michelangelo,1
964,Chekov,2
965,Category:Image Michelangelo,1
966,Category:Image Renaissance statues,2
967,Chekhov,1
968,Category:Image Saint Peter's Basilica,3
969,Category:Image Vatican,1
970,Animal,9
971,Chopin,1
972,File:Il Giudizio Universale.jpg,5
973,Mozart,1
974,Category:Image Last Judgment,2
975,Honey bee,67
976,Category:Image paintings by Michelangelo,1
977,Category:Image Sistine Chapel,2
978,Category:Image Renaissance frescos,1
979,Rodent,9
980,File:0 Cordonata - Dioscuri - Palazzo Senatorio.JPG,1
981,Category:Image architecture by Michelangelo,1
982,Mosquito,8
983,Category:Image Renaissance architecture,1
984,Category:Image tourism,1
985,Category:Image leisure activities,1
986,Category:Image Rome,1
987,Ant,11
988,File:Michelango Portrait by Volterra.jpg,2
989,Category:Image Vatican City,1
990,Camel,17
991,Francisco de Goya,1
992,Francisco de Goya y Lucientes,1
993,File:El tres de mayo de 1808 en Madrid (2008).jpg,2
994,Category:Image paintings by Francisco de Goya,1
995,Category:Image Francisco de Goya,1
996,Category:Image Napoleonic Wars,2
997,Category:Image Spanish War of Independence,1
998,File:El Quitasol.jpg,2
999,File:Carlos IV de rojo.jpg,1
1000,File:Goya Maja ubrana2.jpg,1
1001,"File:Francisco de Goya, Saturno devorando a su hijo (1819-1823).jpg",2
1002,Moon,88
1003,File:Het Plein 2012.jpg,3
1004,Category:Image The Hague,1
1005,File:International Court of Justice.jpg,1
1006,File:HTM 4011 Den Haag Spui 16-11-2006.jpg,2
1007,File:Plains Zebra Equus quagga.jpg,1
1008,File:Cheetah Ngorongoro 03.jpg,3
1009,File:Ngorongoro 2012 05 30 2353 (7500935618).jpg,2
1010,File:ParcRehSchweine.jpg,2
1011,Molière,14
1012,Category:French writers,3
1013,Category:Writers by land of birth,3
1014,Category:Russian writers,9
1015,Category:Spanish writers,5
1016,Category:Greek writers,4
1017,Category:Italian writers,3
1018,Category:British writers,5
1019,Category:South African writers,3
1020,Category:Insects,3
1021,Snake,12
1022,Mammal,8
1023,Elephant,25
1024,File:Interrogation.svg,5
1025,Dachshund,12
1026,Category:Dogs,11
1027,SPCA,8
1028,Society for the Prevention of Cruelty to Animals,2
1029,Dr. Seuss,11
1030,Category:American writers,5
1031,Theodor Seuss Geisel,1
1032,Cattle,13
1033,Beef,1
1034,Cow,1
1035,Horse,17
1036,,0
1037,Domestic pig,13
1038,Primate,9
1039,Human,25
1040,Bacteria,12
1041,Fungus,13
1042,Plant,15
1043,Death,13
1044,Evolution,25
1045,Violin,70
1046,Giant panda,53
1047,Category:Bears,9
1048,Category:Endangered species,4
1049,Endangered species,13
1050,Polar bear,23
1051,Category:Plants,3
1052,Baker's larkspur,16
1053,Category:Children's books,8
1054,,0
1055,,0
1056,Vikidia:Talk/2014/03,6
1057,Reptile,9
1058,User talk:Elderberry,8
1059,User talk:Macassar,4
1060,,0
1061,Category:Atlantic Ocean,2
1062,Category:Prehistoric animals,1
1063,Category:Prehistory,1
1064,,0
1065,DNA,8
1066,Digestion,14
1067,Category:Brazil,2
1068,Category:China,2
1069,Category:Colombia,2
